X,Y,Z,Al_%,Si_%,S_%,K_%,Ca_%,Ti_%,V_%,Mn_%,Fe_%,Ni_%,Cu_%,Zn_%,As_%,Y_%,Sr_%,Zr_%,Pb_%,Rb_%,Bi_%,U_%,Co_%
6.4,7.6,2.439,2.3628,4.6386,0.5577,0.8564,9.6257,0.0969,0.0525,0.5898,0.6966,0.0135,0,0.0112,0,0,0.0509,0.017,0.0198,0.0185,0.0379,0.097,0.0014
6.6,7.6,2.439,5.5386,4.2048,0.6633,0.9615,7.3537,0.1122,0.0555,0.4121,0.8471,0.0101,0,0.004,0,0.0195,0.0274,0.0249,0.0354,0.002,0.0251,0.1565,0.0026
6.8,7.6,2.439,2.7912,4.0396,0.2283,0.8577,8.9056,0.1287,0.0393,0.4797,0.763,0.0138,0.0033,0.0119,0.0117,0,0.0196,0.0143,0,0.0101,0,0.065,0.0005
7,7.6,2.439,8.2974,3.0353,0.0863,0.8527,8.9909,0.0961,0.0344,0.4949,0.707,0.0107,0.0029,0.0051,0.0017,0.0055,0.0261,0.0104,0.0246,0.0137,0.0213,0.1018,0.0018
7.2,7.6,2.439,5.0716,4.9167,0.1061,0.8791,9.1613,0.088,0.0364,0.48,0.7054,0.0114,0,0.0091,0,0.0143,0.0039,0.0101,0.03,0.003,0.0175,0.0834,0.0033
7.4,7.6,2.439,0,2.8969,0.0881,0.8914,9.6605,0.285,0.045,0.6965,0.9962,0.0097,0.005,0.0053,0,0.021,0.0365,0.0387,0.0132,0.0101,0.017,0.1958,0.006
7.6,7.6,2.439,5.8408,5.2058,0.0285,0.9724,6.4453,0.1918,0.0297,0.8329,1.2428,0,0,0.0164,0,0.0188,0.0356,0.0135,0.0124,0.002,0.0101,0.059,0
7.8,7.6,2.439,9.0159,7.2553,0.0765,0.9797,4.4702,0.1516,0.024,0.4426,1.098,0.0034,0.004,0.0026,0,0.0011,0.014,0.0046,0.0148,0.0109,0,0.0398,0
8,7.6,2.439,3.4345,4.4637,0.8865,0.7346,5.5578,0.1083,0.0191,0.2807,0.7322,0.0044,0.0039,0.0015,0.0078,0.0107,0.0169,0.0154,0.0039,0.0045,0.0055,0.0608,0
8.2,7.6,2.439,1.6003,5.3758,0.4408,1.0791,8.2037,0.152,0.0261,0.501,0.9171,0.0025,0,0.0184,0,0.0123,0.0205,0.0053,0.0277,0.013,0.0086,0.1587,0
8.4,7.6,2.439,6.7781,3.0266,0.5996,0.7778,10.2537,0.0863,0.0166,0.5181,0.5901,0.0091,0,0.0104,0,0.0165,0.0144,0.0124,0.0258,0.0045,0.0254,0.0485,0.008
8.6,7.6,2.439,7.7632,3.3893,1.0763,0.6754,10.0165,0.0818,0.0227,0.423,0.6033,0.0088,0,0.0107,0.0022,0.0165,0.0311,0.0061,0.0171,0.0081,0.0138,0.0817,0.0014
8.8,7.6,2.439,4.8951,3.2663,0.4261,0.4975,8.9867,0.0797,0.0251,0.4271,0.5038,0.0077,0,0,0,0.0145,0.0106,0.025,0,0.0044,0.0164,0.0381,0.0018
9,7.6,2.439,7.0255,1.8171,0.8035,0.6388,9.534,0.0709,0.0244,0.4617,0.5706,0.0028,0,0.0037,0.0019,0.02,0.0056,0.016,0.021,0.0042,0.0292,0.0307,0.006
9.2,7.6,2.439,1.1494,2.1693,0.8152,0.5927,10.2631,0.0995,0.0239,0.5941,0.7956,0.014,0,0.0084,0,0.0065,0.0146,0.0268,0.0181,0.0127,0.011,0.0963,0.0081
9.4,7.6,2.439,0,2.7468,0.7886,0.74,10.4036,0.1073,0.0142,0.5823,0.7443,0.0044,0,0,0,0.008,0.0209,0.03,0.0145,0.0205,0.0101,0.1285,0.0098
9.6,7.6,2.439,11.9771,2.5313,1.3809,0.681,9.7027,0.0725,0.0186,0.4021,0.4878,0.0053,0,0.0052,0.0105,0.0094,0.0049,0.0224,0,0.006,0.0075,0.0614,0
9.8,7.6,2.439,3.3043,4.8494,1.0128,0.5925,9.3897,0.0841,0.0123,0.432,0.5632,0,0,0,0.0135,0.0346,0.0103,0.0138,0.0077,0.0125,0.02,0.0928,0.0059
0,7.8,2.439,3.0544,1.9282,2.151,0.6962,9.3281,0.0831,0.0492,0.4157,0.6665,0.0134,0,0.0133,0.0145,0.0183,0.0144,0.0122,0.0219,0.0178,0.0379,0,0
0.2,7.8,2.439,10.5502,4.161,1.5959,0.8172,7.9049,0.0903,0.0484,0.3647,0.701,0,0,0.0096,0.0047,0.0038,0.0218,0.0136,0.0092,0.0122,0,0.0711,0.0033
0.4,7.8,2.439,8.0973,4.5784,0.9623,1.0553,6.5351,0.1315,0.085,0.3498,0.8318,0.0082,0,0.0049,0,0.0124,0.0191,0.0294,0.0163,0.0055,0.0099,0.0693,0.0034
0.6,7.8,2.439,3.3938,5.3893,0.2901,1.2695,6.4568,0.1711,0.0851,0.4273,1.0684,0.0056,0,0,0.0028,0.0125,0.0106,0.0137,0.0159,0.0087,0.019,0.0292,0.0036
0.8,7.8,2.439,8.96,3.0278,0.8724,1.1119,6.9731,0.1219,0.0993,0.4052,0.8305,0.0099,0.0023,0.0022,0.0067,0.022,0.0178,0.0188,0.012,0.0059,0.0071,0.0545,0.0047
1,7.8,2.439,5.4725,2.4691,0.349,0.7986,9.952,0.1029,0.0604,0.5774,0.6263,0.0027,0,0,0,0.0057,0.0198,0.0231,0.0097,0.0144,0.0098,0.0561,0.0032
1.2,7.8,2.439,2.8125,2.4671,0.5397,0.7322,9.6298,0.0991,0.0659,0.5938,0.6543,0.0093,0,0.0051,0.0045,0.0167,0.0275,0.0197,0.0181,0.0053,0.0103,0.0674,0.0053
1.4,7.8,2.439,8.4883,2.0309,0.673,0.7601,9.508,0.0986,0.0532,0.5765,0.6141,0.0111,0,0,0,0.017,0.0037,0.0308,0.0204,0.0065,0.0103,0.0406,0.0032
1.6,7.8,2.439,0.6771,3.595,1.698,0.7227,9.5198,0.093,0.1167,0.5554,0.7393,0.016,0.002,0.0069,0.021,0.0128,0.0112,0.0952,0,0.0154,0.0122,0,0.007
1.8,7.8,2.439,4.6795,3.7572,1.4296,0.8417,9.0747,0.0931,0.1182,0.4775,0.6751,0.013,0,0.0108,0.0069,0.0127,0.0091,0.0091,0,0.0121,0.0136,0.1164,0.0023
2,7.8,2.439,2.7102,3.2985,0.5364,0.912,8.9926,0.12,0.1233,0.5901,0.7839,0.012,0,0,0.0053,0.0144,0.017,0.0211,0.0236,0.017,0.0143,0.1065,0.0028
2.2,7.8,2.439,0,1.9724,0.0231,0.842,10.0119,0.1679,0.1302,0.7383,0.9309,0.0112,0,0.0086,0.0316,0.0305,0.0492,0.0222,0.0108,0,0.0137,0.2059,0.0011
2.4,7.8,2.439,11.7803,6.1376,0.4386,0.8583,9.2673,0.0765,0.0734,0.4187,0.5322,0.0119,0,0.0029,0,0.0109,0.0283,0.0109,0.0122,0.0154,0.0095,0.0825,0.0032
2.6,7.8,2.439,5.9333,2.7693,0.2819,0.8059,9.4508,0.1039,0.0957,0.5458,0.6227,0.0122,0.0028,0.007,0.0039,0.0126,0.0256,0.0149,0.0175,0,0.0171,0.0641,0.006
2.8,7.8,2.439,6.942,1.5693,0.9602,0.7651,9.0522,0.0893,0.0849,0.5118,0.5734,0.0047,0,0,0.002,0.0068,0.0078,0.0319,0.047,0.0051,0.0242,0.043,0.0041
3,7.8,2.439,1.3287,4.326,0.7663,0.7837,9.5905,0.0948,0.1203,0.5855,0.955,0.0135,0,0.0089,0.0035,0.0044,0.0253,0.0366,0,0.0172,0.0199,0.0534,0
3.2,7.8,2.439,0.0238,0.0238,0.0027,0.0037,0.0421,0.0005,0.0006,0.0024,0.0031,0.0001,0,0,0,0,0.0001,0,0.0002,0.0001,0.0001,0.0002,0
3.4,7.8,2.439,1.3434,4.1952,0.6929,0.8815,8.4545,0.1789,0.1211,0.517,1.3117,0.024,0.006,0.0095,0,0.0025,0.0167,0.0394,0.0427,0,0.0164,0.1065,0.0076
3.6,7.8,2.439,12.4705,5.6982,1.1051,0.7403,8.3701,0.0815,0.0779,0.3813,0.5818,0.0079,0.0064,0.0056,0.0036,0.0063,0.0121,0.013,0.0278,0.0022,0.0153,0.0336,0.0031
3.8,7.8,2.439,10.7565,3.3507,0.6706,0.6747,8.1567,0.089,0.1039,0.3893,0.6583,0.0098,0,0.0067,0.0178,0.0193,0.0152,0.0186,0,0.0038,0.0071,0.0707,0.0065
4,7.8,2.439,4.8171,5.608,1.0016,0.746,7.5954,0.0998,0.13,0.3946,0.7975,0.0203,0,0.0067,0,0.004,0.0052,0.0152,0.0186,0.003,0,0.0517,0.0072
4.2,7.8,2.439,0,4.4892,0.9978,0.8006,9.273,0.1252,0.159,0.5552,0.8569,0.0288,0,0.0107,0.0078,0.0156,0.025,0.0258,0.0325,0.0229,0.027,0.1868,0.0058
4.4,7.8,2.439,0,3.0865,0.5435,0.7341,9.5157,0.1273,0.1434,0.6546,0.7886,0.0226,0,0.0165,0.0129,0.0072,0.0215,0.012,0.0173,0.0186,0.0128,0.1005,0.0089
4.6,7.8,2.439,4.3338,3.9218,0.9141,0.7541,8.8664,0.0877,0.1255,0.5044,0.6789,0.0142,0.0013,0.0148,0.0142,0.0228,0.0168,0.0158,0.0161,0,0.0127,0.0918,0.0065
4.8,7.8,2.439,12.0495,3.3861,0.5605,0.7369,9.4296,0.0851,0.0866,0.4101,0.5079,0.0109,0,0.003,0.0015,0.022,0.0044,0.0092,0.0163,0.0019,0.015,0.0654,0.0082
5,7.8,2.439,7.4763,5.5057,1.1438,0.812,9.2098,0.0785,0.0881,0.4061,0.5346,0.0146,0,0.0032,0.0028,0,0.022,0.0037,0.016,0.0209,0.0104,0.0644,0
5.2,7.8,2.439,0,3.293,0.7105,0.8577,9.1944,0.1363,0.129,0.5997,0.9518,0.0197,0.0061,0.0104,0.0258,0.04,0.0202,0.0217,0,0.0068,0.0104,0.2473,0.0047
5.4,7.8,2.439,0.8535,3.6429,0.5518,0.8955,9.7087,0.0921,0.0847,0.6227,0.7659,0.0081,0,0.0107,0,0.0186,0.0363,0.06,0.0336,0.0077,0.0394,0.2322,0
5.6,7.8,2.439,3.5258,0,0.2075,0.6588,10.6269,0.1421,0.0717,0.9402,0.8038,0.0231,0,0.0063,0,0.0186,0.0191,0.0227,0.0177,0,0.0129,0.132,0.0125
5.8,7.8,2.439,6.9796,3.7934,1.5945,0.6169,8.14,0.0858,0.027,0.816,0.7975,0.0055,0.0023,0.0181,0.0085,0.0142,0.0112,0.0117,0.0086,0.0041,0.0105,0.0766,0
6,7.8,2.439,6.1372,3.1777,0.0595,0.7154,9.6592,0.1202,0.0406,0.7512,0.7209,0.0108,0,0.0059,0.0063,0.018,0.0207,0.0135,0,0.005,0.0142,0.1099,0.0057
6.2,7.8,2.439,0,4.6009,0.4691,0.9302,8.4427,0.1495,0.0623,0.7612,1.1722,0.0166,0,0.0083,0.0089,0.0086,0.0193,0.0171,0.0084,0.0209,0.0278,0.0773,0.0071
6.4,7.8,2.439,10.9871,2.3199,0.3986,0.7684,9.1979,0.1855,0.0331,0.4983,0.6111,0.0033,0.0023,0.0065,0.0014,0.0138,0.0134,0.0183,0.0067,0,0.0123,0.0382,0.0031
6.6,7.8,2.439,8.0748,7.1691,0.8078,1.1086,5.9749,0.1183,0.0769,0.3107,0.8848,0,0.0031,0.0047,0,0.0133,0.0228,0.0118,0.0078,0,0.0051,0.0806,0.0028
6.8,7.8,2.439,8.5191,4.178,0.149,0.7873,9.6767,0.0905,0.0305,0.4531,0.5492,0.0072,0.0027,0.008,0,0.0128,0.0076,0.0247,0.0054,0.01,0.0107,0.041,0.0058
7,7.8,2.439,0,2.6998,0.1389,0.9142,9.1038,0.1423,0.0453,0.6568,0.9756,0.0156,0,0.0162,0,0.0144,0.0421,0.0274,0.0147,0.0099,0.0234,0.0726,0.0063
7.2,7.8,2.439,8.3597,5.5101,0.1157,0.9476,8.1827,0.0927,0.0336,0.412,0.6388,0.0072,0,0.0033,0,0.0104,0.0175,0.0037,0.0166,0,0.0261,0.0645,0.0025
7.4,7.8,2.439,14.1404,5.8846,0,0.8444,8.2368,0.069,0.0207,0.391,0.5441,0.0053,0.0037,0.0027,0,0.011,0.0049,0.015,0.009,0.0049,0.013,0.0813,0.0034
7.6,7.8,2.439,4.6946,6.2142,0,0.8636,8.8768,0.1906,0.026,0.7909,0.7913,0.003,0.0032,0.013,0.0058,0.0086,0.0226,0.0247,0.0167,0.003,0.0223,0.0727,0.0018
7.8,7.8,2.439,0,6.3337,0,0.7403,8.2627,0.1534,0.0247,1.0872,1.0158,0.0143,0,0.0017,0.0093,0.0116,0.0188,0.0181,0,0,0.0322,0.0332,0
8,7.8,2.439,13.1344,3.2249,0.1071,0.6126,5.8322,0.1001,0.0195,0.5813,0.7846,0.0053,0,0.0032,0,0.015,0.0151,0.0077,0.0092,0.0039,0.0073,0.0534,0
8.2,7.8,2.439,10.1049,3.1483,0.4533,0.8492,9.3217,0.0674,0.0216,0.4599,0.6189,0.0096,0.0041,0,0,0.0079,0.0156,0.0071,0.0201,0.0023,0.0228,0.0638,0.0018
8.4,7.8,2.439,5.9085,3.0777,0.9963,0.6816,9.9621,0.0838,0.0238,0.4752,0.5855,0.0055,0,0.0055,0,0.0149,0.0248,0.015,0.0096,0.0113,0.0149,0.0373,0.0048
8.6,7.8,2.439,3.1406,2.8848,0.8903,0.6102,10.6302,0.0748,0.0219,0.529,0.5956,0.0081,0,0.0094,0,0.0137,0.0207,0.0115,0.0116,0.0064,0.0092,0.0561,0
8.8,7.8,2.439,8.7139,3.5232,0.8551,0.6252,10.2966,0.0727,0.0175,0.4695,0.5539,0.0095,0,0.0039,0.0069,0.0115,0,0.014,0,0.0159,0,0,0.0042
9,7.8,2.439,6.6342,4.171,0.7458,0.669,9.7694,0.0825,0.0246,0.4093,0.5742,0.0112,0.0018,0.0044,0.0048,0.0117,0.0101,0.0188,0.0091,0.0089,0,0.0371,0.0009
9.2,7.8,2.439,9.6066,1.7211,1.2295,0.6818,9.5389,0.0783,0.0246,0.4387,0.5733,0.0039,0.0024,0.0122,0.0081,0.0116,0.0181,0.0074,0,0.005,0.0203,0.1189,0.0036
9.4,7.8,2.439,6.5786,2.159,1.5383,0.764,9.3692,0.0715,0.0279,0.4685,0.5963,0.0038,0,0,0.0069,0.0146,0.0127,0.0239,0.0242,0.0148,0.0232,0.037,0
9.6,7.8,2.439,10.5813,2.772,1.1949,0.6929,9.8543,0.1015,0.0146,0.4318,0.4868,0.0011,0,0.0148,0.006,0.012,0.0117,0.0132,0,0.0023,0.0162,0.0815,0
9.8,7.8,2.439,9.3124,2.4531,1.3626,0.6108,9.9355,0.0788,0.0156,0.4202,0.511,0,0,0.0084,0,0.0209,0.0109,0.0103,0,0.0049,0,0.1067,0
0,8,2.439,13.6707,4.5758,2.7739,0.6856,8.3773,0.0674,0.0383,0.2875,0.4897,0.0048,0.0023,0.0029,0,0.0151,0.0144,0.0084,0.0111,0.0017,0.0085,0.0536,0
0.2,8,2.439,5.7263,4.6841,1.8017,0.9397,7.7546,0.0903,0.0664,0.3907,0.7455,0.0082,0,0.0324,0,0.0253,0.0169,0.0138,0.0177,0,0,0.0842,0.0049
0.4,8,2.439,9.9011,6.6626,0.3951,1.3539,4.6828,0.1517,0.0889,0.3001,1.2102,0.011,0,0.0059,0,0.0091,0.0077,0.0029,0.0206,0.0065,0.0053,0.0763,0.0038
0.6,8,2.439,4.9268,4.8705,0.3108,1.2056,6.8016,0.1383,0.0657,0.4451,0.9514,0.0077,0,0.0117,0.0044,0.019,0.0368,0.0315,0.0081,0.0024,0,0.1259,0.0071
0.8,8,2.439,1.6458,3.2422,0.7284,0.9575,8.8952,0.1323,0.0698,0.5678,0.8633,0.0052,0,0.0076,0.0151,0,0.0446,0.0122,0,0.0091,0.0213,0.1025,0.0067
1,8,2.439,1.8975,1.151,0.9603,0.768,9.7856,0.1175,0.074,0.6427,0.8093,0.0057,0,0.0064,0.0195,0.0115,0.0327,0.0153,0.0097,0.0191,0.0205,0.064,0.0064
1.2,8,2.439,4.7239,1.7242,0.8061,0.7556,9.6822,0.1162,0.0542,0.5821,0.7057,0.0121,0,0.0114,0,0.0077,0.0116,0.0261,0.0175,0.0113,0,0.057,0.0039
1.4,8,2.439,6.0442,4.8908,1.4474,0.7567,9.3648,0.1263,0.0657,0.427,0.6085,0.0107,0,0.0051,0.0105,0.0038,0.0188,0.018,0,0.0041,0.0101,0.0486,0.0029
1.6,8,2.439,7.9039,2.0999,1.926,0.7569,9.1689,0.0898,0.0818,0.4705,0.6733,0.008,0,0.0028,0.0041,0.0066,0.0096,0.028,0,0.0051,0.0075,0.0385,0.0008
1.8,8,2.439,12.7861,1.5475,1.4491,0.8217,8.6978,0.0725,0.0695,0.4262,0.5546,0.0015,0,0.0022,0,0.0134,0.0123,0.0209,0.0204,0.0045,0.0156,0.0093,0.0066
2,8,2.439,4.3526,4.5922,0.68,0.8318,8.9842,0.0913,0.1031,0.5096,0.7058,0.0092,0,0,0.0091,0.0115,0.0032,0.0078,0.0058,0,0.0127,0.0778,0.0024
2.2,8,2.439,9.9694,3.9644,0.1707,0.8228,9.0642,0.0845,0.0756,0.4818,0.5729,0.0126,0,0.0042,0.009,0.0108,0.019,0.0125,0.0125,0,0.0153,0.1188,0.0063
2.4,8,2.439,3.8671,0.8926,0.7625,0.7657,9.8238,0.0951,0.0855,0.5568,0.6358,0.0096,0.0039,0.009,0.0034,0.0166,0.0216,0.0079,0.0103,0.0122,0.0298,0.0394,0
2.6,8,2.439,1.6384,2.9672,0.6467,0.7554,9.996,0.1256,0.0868,0.6112,0.7036,0.0153,0,0.0097,0.0118,0.0143,0.0126,0.0177,0.0169,0,0.0169,0.0821,0.0076
2.8,8,2.439,3.0134,2.9832,0.6952,0.6612,9.9297,0.1019,0.0937,0.5208,0.6548,0.0174,0.0034,0.0092,0,0.0366,0.0093,0.0287,0.0299,0.0208,0.0289,0.0462,0.0079
3,8,2.439,14.4332,4.8608,0.9408,0.7521,8.9328,0.0713,0.073,0.4029,0.4703,0.0142,0.0028,0.0133,0.0074,0.0038,0.0248,0.016,0,0.008,0,0.0756,0.0046
3.2,8,2.439,4.6894,4.5588,0.6906,0.7481,9.3297,0.0917,0.0712,0.4988,0.6123,0.0152,0.0032,0,0.0075,0.0118,0.029,0.0428,0,0.0135,0,0.0638,0.0038
3.4,8,2.439,6.1786,2.9846,1.4574,0.655,9.6578,0.0674,0.0682,0.4703,0.5602,0.0094,0.0029,0,0,0.019,0.0242,0.0249,0.0185,0,0.0204,0.0752,0.0079
3.6,8,2.439,9.6103,2.7741,0.7993,0.692,8.5822,0.0806,0.0737,0.4388,1.0691,0.0133,0,0.0109,0,0.0082,0.015,0.0145,0.0155,0,0,0.1517,0.0055
3.8,8,2.439,9.5382,4.0032,0.6558,0.71,8.2719,0.0814,0.0988,0.4096,0.697,0.0114,0.0025,0.0091,0.0063,0.0016,0.0025,0.0025,0.0076,0.0175,0.0135,0.08,0.0044
4,8,2.439,6.6851,5.0153,0.8692,0.6501,8.2403,0.0986,0.1044,0.3949,0.6488,0.018,0.0023,0.0031,0.0116,0.0106,0.0339,0.0097,0,0.0038,0.0146,0.0793,0.0027
4.2,8,2.439,9.2015,5.012,1.1198,0.6343,8.482,0.0853,0.1064,0.4136,0.6558,0.0114,0,0.013,0,0.0079,0.0126,0.019,0.0141,0.005,0,0.057,0.0053
4.4,8,2.439,1.1645,3.3592,0.783,0.7258,9.3449,0.112,0.0924,0.5802,0.7373,0.0146,0,0.0143,0.0038,0.0198,0.0241,0.0088,0.0228,0.0021,0.0058,0.087,0.0036
4.6,8,2.439,5.9563,3.3475,1.0112,0.7531,8.4066,0.0961,0.0902,0.4197,0.6911,0.012,0.0023,0.0124,0.0037,0.0131,0.0091,0.0315,0,0.0044,0,0.1099,0.0061
4.8,8,2.439,6.4362,4.1516,0.6232,0.8792,9.1742,0.0913,0.0846,0.4742,0.6413,0.0124,0.0027,0.0031,0,0.003,0.0164,0.0429,0.0229,0.0146,0.017,0.0698,0.006
5,8,2.439,4.4387,3.723,0.909,0.7025,9.1565,0.0957,0.0791,0.4648,0.7547,0.0135,0.0028,0.0039,0,0.0138,0.0281,0.0253,0.029,0.0095,0,0.0795,0.0057
5.2,8,2.439,15.2102,4.6901,0.8755,0.7572,9.0986,0.0676,0.0553,0.4086,0.5455,0.0078,0.0017,0.0054,0,0.0089,0.0363,0.0068,0.0171,0.0146,0.0074,0.0603,0.005
5.4,8,2.439,9.5678,2.1897,0.3227,0.8017,9.09,0.1007,0.0441,0.4837,0.5674,0.0104,0,0.0024,0.0057,0.0037,0.004,0.0325,0.0103,0,0.0123,0.1097,0.0037
5.6,8,2.439,0,3.3077,0.4098,0.883,9.2185,0.1333,0.065,0.6301,0.9222,0.0151,0,0.0096,0.0083,0.0085,0.0314,0.0299,0.0171,0.0098,0.0188,0.1051,0.0072
5.8,8,2.439,3.5299,3.7843,0.466,0.9108,8.1488,0.1326,0.0581,0.5612,0.8101,0.0087,0,0.0058,0.0086,0.0057,0.008,0.0132,0.0107,0.0044,0.0082,0.0421,0.0033
6,8,2.439,0,3.3973,0.4493,0.8994,8.7188,0.166,0.0683,0.6182,0.9231,0.0082,0,0.0103,0,0.0239,0.0168,0.0406,0.0268,0.008,0.0151,0.048,0
6.2,8,2.439,8.2817,6.1458,0.7313,0.8858,8.6161,0.0855,0.0514,0.5569,0.6737,0.0119,0,0,0,0.0187,0.0273,0.0329,0.0281,0.004,0.0077,0.1241,0.0043
6.4,8,2.439,15.5094,4.2555,0.7595,0.7329,9.1846,0.2097,0.0357,0.3696,0.5348,0.0094,0,0.0029,0.0058,0.0136,0.0033,0.0242,0.0049,0.0115,0.0114,0.0284,0.004
6.6,8,2.439,1.7479,5.8217,0.7347,1.0748,6.7838,0.1562,0.0621,0.41,1.0768,0.0043,0,0.0094,0.0012,0.0126,0.0297,0.0213,0.0169,0.0014,0.0138,0.2045,0.0037
6.8,8,2.439,8.1276,4.7071,0.3187,0.9616,8.8447,0.1219,0.0373,0.4327,0.6479,0,0.0064,0,0.004,0.0096,0.0105,0.0187,0.0267,0,0,0.0163,0.0017
7,8,2.439,4.1449,4.2102,0.0899,1.0412,8.0956,0.1909,0.0402,0.4737,0.851,0.0058,0,0.0038,0.0053,0.0108,0.0149,0.0147,0.0071,0.0101,0.0056,0.1321,0.006
7.2,8,2.439,7.3298,4.0082,0.5446,0.7474,8.3643,0.092,0.0254,0.4174,0.7211,0.0052,0.0036,0.0078,0,0.0161,0.0277,0.0236,0.0116,0,0.0197,0.101,0.0061
7.4,8,2.439,8.6149,4.269,0.1485,0.8626,8.3666,0.0912,0.0276,0.4382,0.6294,0.0025,0,0.0053,0,0.0079,0.013,0.0286,0.0151,0,0.0141,0.0328,0
7.6,8,2.439,3.3859,3.5359,0.1449,1.0246,8.2075,0.1488,0.0354,0.5498,0.9106,0.005,0.0023,0.0053,0.0128,0.0328,0.022,0.0175,0,0.0084,0,0.0298,0.0052
7.8,8,2.439,0,2.1358,0.2918,0.7855,7.8104,0.152,0.0466,1.0108,1.4145,0.0188,0.0039,0.0159,0.0069,0.0319,0.0285,0.0233,0.0184,0.0276,0.0247,0.1709,0.005
8,8,2.439,8.8862,1.7224,0.1495,0.7346,7.6732,0.1209,0.0172,0.4907,0.8822,0.0066,0.0033,0,0,0.0205,0.0199,0.0361,0,0.0065,0.0291,0.1206,0.0032
8.2,8,2.439,7.3347,0,0.6879,0.6288,10.3389,0.0957,0.0251,0.538,0.593,0.0024,0,0.0037,0,0.0269,0.0296,0.0266,0.006,0.0091,0.0145,0.0124,0.0059
8.4,8,2.439,0,3.2939,1.1142,0.5745,10.6272,0.0972,0.0249,0.5482,0.6737,0.0025,0,0.0148,0.0126,0.018,0.0547,0.013,0.0063,0.0099,0.0629,0.0566,0.0011
8.6,8,2.439,4.5786,0,1.4051,0.6135,10.676,0.0947,0.0169,0.4933,0.5835,0,0,0.0069,0,0.0149,0.0202,0.0071,0.0238,0.0091,0.0213,0.132,0.0041
8.8,8,2.439,8.3509,3.2461,1.6742,0.6025,10.01,0.0693,0.0206,0.4195,0.4839,0.0066,0,0.0041,0.0044,0.0083,0.0147,0.0217,0,0.0238,0,0.041,0.0022
9,8,2.439,12.205,2.7385,0.773,0.513,10.5562,0.0694,0.0162,0.3988,0.4334,0.0062,0.0025,0.0053,0.0067,0.0109,0.0152,0.0245,0.0057,0.0052,0.0091,0.0704,0.0041
9.2,8,2.439,4.8683,4.0378,0.5196,0.6679,10.1693,0.0849,0.0252,0.5095,0.5899,0.0045,0,0.0047,0.0106,0,0.0192,0.0322,0.016,0,0,0.1109,0.0027
9.4,8,2.439,4.8269,1.9094,1.18,0.6952,9.158,0.082,0.0328,0.49,0.6463,0.0074,0.0052,0.0047,0.0013,0.0156,0.0086,0.0139,0.0102,0.0055,0.0218,0.1032,0.0041
9.6,8,2.439,4.2886,4.099,1.3886,0.6353,9.4237,0.6066,0.0154,0.4544,0.5483,0.0045,0,0.008,0,0.0097,0.0031,0.0359,0.0053,0.0078,0.0196,0.0311,0.009
9.8,8,2.439,8.7354,3.3557,1.5615,0.7168,9.7106,0.1159,0.0191,0.3955,0.5106,0.002,0.0033,0.0026,0,0.0028,0,0.012,0.0329,0.0044,0,0.0776,0.0023
0,8.2,2.439,5.9116,3.4391,2.1294,0.8003,8.2957,0.0959,0.0446,0.3558,0.6847,0.0051,0,0.0071,0,0.0046,0.0095,0.024,0.0115,0.0097,0.0095,0.0577,0.002
0.2,8.2,2.439,11.9185,4.2613,1.471,0.8658,7.6104,0.0859,0.0437,0.3313,0.6419,0.0049,0,0.0066,0,0.022,0.0245,0.0054,0.0149,0,0.009,0.0563,0.0019
0.4,8.2,2.439,7.2394,5.384,0.2508,1.3305,4.4405,0.1698,0.0964,0.3294,1.41,0.0115,0,0.0046,0,0.0022,0.0125,0.0342,0.0083,0,0,0.0953,0.0023
0.6,8.2,2.439,4.1625,6.0525,0.9436,1.2675,5.8483,0.1864,0.0914,0.3939,1.0156,0.0065,0,0.0043,0.0075,0.0049,0.0122,0.0122,0.0048,0.0076,0.0106,0.0524,0.0022
0.8,8.2,2.439,0,2.1739,0.7214,0.8284,9.8087,0.1322,0.0748,0.7109,0.8667,0.003,0,0.0025,0.006,0.0237,0.0242,0.0465,0.0302,0.0174,0.0175,0.0951,0.0013
1,8.2,2.439,8.1937,0,1.2833,0.7203,9.4548,0.1104,0.0525,0.5001,0.6289,0.0043,0,0.0111,0.0058,0.0141,0.017,0.0119,0,0.0195,0.0262,0,0.0059
1.2,8.2,2.439,9.0969,4.7092,1.0449,0.7738,8.9051,0.0889,0.057,0.4585,0.5803,0.01,0,0.0037,0,0.0093,0.0056,0.0098,0.0102,0.0063,0,0.0324,0.002
1.4,8.2,2.439,0,2.0504,1.7735,0.8027,9.5809,0.2214,0.0961,0.5919,0.7782,0.0139,0,0.0057,0.0053,0.0209,0.0181,0.017,0.0303,0.0035,0.0174,0.0433,0.0068
1.6,8.2,2.439,11.2768,4.3393,1.5571,0.7676,8.7582,0.0876,0.0576,0.4098,0.5569,0.0076,0.0013,0.0092,0.0043,0.0104,0.0085,0.0086,0.004,0.0075,0.0125,0.0743,0.0019
1.8,8.2,2.439,1.414,2.536,1.0796,0.8171,9.3566,0.101,0.0624,0.5825,0.73,0.0078,0.0022,0.0033,0.0049,0.0165,0,0.0194,0.011,0.0107,0,0.0685,0.0047
2,8.2,2.439,7.6725,4.2648,0.6686,0.8802,8.7831,0.0969,0.0804,0.4459,0.6185,0.0138,0,0.0058,0.0138,0.0078,0.0198,0.0074,0.0089,0.0081,0.0181,0.0339,0.0072
