X,Y,Z,Al_%,Si_%,S_%,K_%,Ca_%,Ti_%,V_%,Mn_%,Fe_%,Ni_%,Cu_%,Zn_%,As_%,Y_%,Sr_%,Zr_%,Pb_%,Rb_%,Bi_%,U_%,Co_%
0.4,4.4,2.439,9.8979,4.8264,2.8376,0.7805,8.4201,0.0872,0.0756,0.373,0.6081,0.0119,0,0.0043,0,0.0115,0.0097,0.0296,0.0196,0.0084,0.0114,0.0641,0.0012
0.6,4.4,2.439,1.528,2.7856,2.5869,0.706,9.56,0.0961,0.0851,0.492,0.7341,0.0152,0,0.0056,0,0.0146,0.0331,0.0226,0.0322,0.0078,0.0153,0.1012,0.003
0.8,4.4,2.439,6.8546,2.5744,2.7153,0.6539,9.3982,0.0675,0.0715,0.4516,0.5839,0.006,0,0.0048,0,0.0133,0.0168,0.0241,0.0095,0.0023,0.0077,0.06,0.0018
1,4.4,2.439,10.1281,2.6985,2.1523,0.6475,9.2256,0.0854,0.0725,0.4067,0.5714,0.0042,0,0.0091,0,0.0127,0.0199,0.0126,0.0238,0.0016,0.0082,0.0583,0.0038
1.2,4.4,2.439,1.3442,2.2147,1.736,0.7954,9.7694,0.0955,0.116,0.6072,0.76,0.007,0,0.0091,0.0246,0.0298,0.0322,0.0212,0,0,0.02,0.2172,0.0028
1.4,4.4,2.439,7.521,3.8436,1.4831,0.7965,8.7645,0.2191,0.1228,0.4363,0.9085,0.0111,0.003,0.0124,0,0.0154,0.0191,0.0216,0.0195,0.0038,0.0141,0.0713,0.003
1.6,4.4,2.439,9.2041,2.8893,0.867,0.9237,8.1997,0.0978,0.1982,0.4371,0.6656,0.0096,0.0015,0.0041,0.006,0.0184,0.0093,0.015,0.0289,0.0125,0.0127,0.0422,0.0008
1.8,4.4,2.439,7.4667,5.0325,0.0618,1.0583,7.9591,0.1083,0.3205,0.469,0.6881,0.015,0.0025,0.0082,0.0077,0,0.0267,0.0308,0.0147,0.0194,0.0287,0.103,0.0046
2,4.4,2.439,3.6299,7.1416,0.0529,1.1731,6.4472,0.1573,0.6415,0.4542,1.0188,0.0249,0.0041,0.0069,0.0097,0.0115,0.0158,0.043,0.0189,0.0176,0.0164,0,0.009
2.2,4.4,2.439,5.9815,6.6477,0.014,1.2192,4.5241,0.1367,0.8422,0.3569,1.0505,0.0511,0.0128,0.0071,0.0177,0.0188,0.0149,0.0297,0.0134,0.0129,0.007,0.1137,0.0125
2.4,4.4,2.439,7.441,7.3187,0.0733,1.2805,5.7639,0.15,0.7298,0.3115,1.0185,0.0928,0.0321,0.004,0.028,0.008,0.0159,0.006,0.0331,0.0022,0.0139,0.1872,0.0114
2.6,4.4,2.439,9.7238,7.1008,0.0856,1.019,4.4769,0.1106,0.4672,0.2143,0.7633,0.0379,0.0115,0.0077,0.0201,0.0101,0.0209,0.0185,0.0119,0.0032,0.0206,0.0871,0.0024
2.8,4.4,2.439,8.2159,5.4341,0.9019,1.2052,6.8885,0.149,0.9508,0.3335,0.8344,0.0525,0.0077,0.0078,0.059,0.018,0.0179,0.0219,0.0202,0.0104,0.0109,0,0.0079
3,4.4,2.439,5.9943,5.1097,0.1394,0.9966,8.7152,0.1027,0.9409,0.3881,0.665,0.0581,0.0141,0.009,0.057,0.0119,0,0.0117,0.0312,0.0086,0.0144,0.1319,0.0057
3.2,4.4,2.439,14.0191,5.8159,0,1.1334,7.6595,0.1259,1.014,0.3045,0.6455,0.1184,0.0138,0.0072,0.0439,0.0161,0.0197,0.0152,0.0495,0.0099,0.0256,0.0677,0.0134
3.4,4.4,2.439,15.0591,3.8128,0,1.0257,7.9046,0.1259,1.1189,0.2762,0.6238,0.1695,0.0475,0,0.0737,0.0131,0.0127,0.0134,0.0479,0,0.0083,0.0733,0.0191
3.6,4.4,2.439,5.7957,5.3076,0.0354,1.1484,7.4867,0.1335,1.3511,0.3239,0.8231,0.2908,0.1145,0.0044,0.0946,0.0061,0.03,0.011,0.0988,0.0055,0.0165,0.0806,0.0245
3.8,4.4,2.439,5.0146,6.5562,0.0378,1.2438,6.6123,0.1633,1.3601,0.3146,0.9232,0.2475,0.1497,0,0.0938,0.0081,0.0196,0.0106,0.1579,0.0089,0,0.0619,0.0227
4,4.4,2.439,13.8646,6.1586,0,1.0813,7.1542,0.138,0.9746,0.274,0.632,0.1739,0.0769,0.007,0.0872,0.0022,0.0097,0.034,0.0706,0.0119,0.0074,0.1157,0.0197
4.2,4.4,2.439,0.2768,6.6006,0,1.3192,5.9527,0.2923,1.2855,0.3299,1.353,0.1998,0.0633,0.0142,0.1143,0.0278,0.0516,0.0224,0.0654,0.0068,0.0068,0.1822,0.0242
4.4,4.4,2.439,9.4679,6.0925,0.0161,1.0709,7.4109,0.1448,0.9879,0.275,0.7984,0.1782,0.0322,0.0161,0.115,0.0143,0.0287,0.0187,0.0373,0.0113,0.0183,0.0883,0.025
4.6,4.4,2.439,5.337,6.3773,0,1.1109,7.7302,0.184,1.03,0.3392,0.9547,0.1948,0.015,0.0049,0.1001,0.0114,0.0142,0.0113,0.044,0.0133,0.0137,0.071,0.0137
4.8,4.4,2.439,13.076,6.6136,0,1.0618,8.1354,0.1309,0.7804,0.3043,0.6199,0.077,0.0131,0.0071,0.0993,0.0054,0.008,0.0175,0.0099,0.0017,0.0199,0.0978,0.0078
5,4.4,2.439,1.5709,4.2234,0.0426,1.0232,9.2879,0.145,0.9812,0.4672,0.8998,0.0965,0.0206,0.0052,0.1558,0.0287,0.0117,0.0357,0.0257,0.0037,0.0263,0.1182,0.0092
5.2,4.4,2.439,0,6.0521,0,1.2322,8.3113,0.1514,1.0581,0.4783,0.947,0.0659,0.0431,0,0.0853,0.0162,0.062,0.0204,0,0.0129,0,0.2033,0.0081
5.4,4.4,2.439,9.3427,6.1384,0.1293,1.0167,8.0662,0.1055,0.8549,0.3712,0.6349,0.0499,0.0488,0,0.0591,0.016,0.0134,0.0132,0.0121,0,0,0.0976,0.0059
5.6,4.4,2.439,4.2709,5.1122,0.0389,0.8957,9.2947,0.0812,1.1956,0.4511,0.6178,0.0311,0.0204,0.0098,0.0104,0.0122,0.0193,0.015,0.0224,0.0047,0.0077,0.2473,0.0012
5.8,4.4,2.439,10.105,7.7985,0.0167,1.1352,7.7546,0.11,0.7035,0.3779,0.671,0.03,0.0091,0.005,0.0034,0.0115,0.0308,0.0105,0.0277,0.0108,0.009,0.0623,0.0036
6,4.4,2.439,3.1773,6.3026,0.0119,1.1277,7.7876,0.1459,0.4116,0.4886,0.9378,0.032,0.0037,0.0097,0,0,0.0251,0.0195,0.0264,0.0211,0.0279,0.1077,0.0081
6.2,4.4,2.439,9.4309,5.1826,0,1.1509,7.7834,0.1214,0.2398,0.4759,0.7029,0.0189,0.01,0.0064,0.0041,0.0062,0.0152,0.0021,0.0094,0.0085,0.011,0.0719,0.0031
6.4,4.4,2.439,3.0397,5.1304,0.0544,1.0852,8.0016,0.1536,0.2172,0.5235,1.1521,0.0319,0,0.009,0.0148,0.0028,0.0055,0.0109,0.0167,0,0,0,0.002
6.6,4.4,2.439,10.9033,4.6218,0.0831,0.876,9.0481,0.0795,0.131,0.4758,0.6342,0.0137,0,0.0058,0.0204,0.0208,0.012,0.0251,0.0091,0.0145,0.0159,0.0311,0.0058
6.8,4.4,2.439,7.2625,4.6868,0.0266,0.8788,8.8243,0.1765,0.0948,0.4736,0.6499,0.0082,0,0,0.0054,0.0167,0.0194,0.0293,0.0089,0,0.0086,0.0574,0.0045
7,4.4,2.439,6.7803,5.5818,0,1.0221,7.7993,0.3886,0.0992,0.4587,0.8395,0.0076,0.0024,0.005,0,0,0.0247,0.0166,0.0216,0.0094,0.0168,0.1114,0.0008
7.2,4.4,2.439,9.0417,3.6901,0.0339,0.8401,8.98,0.0885,0.0665,0.4503,0.6254,0.0124,0.0031,0,0,0.0175,0.0089,0.0284,0.0214,0.0025,0.0178,0.0475,0.001
7.4,4.4,2.439,11.009,7.7206,0,0.9049,9.061,0.102,0.0551,0.4316,0.5749,0.0023,0,0.009,0,0.0117,0.0066,0.0174,0.0298,0.0024,0.012,0,0.0009
7.6,4.4,2.439,9.4587,6.3088,0,1.0309,7.8183,0.0987,0.0659,0.4134,0.7947,0.0056,0,0.0029,0.0047,0.0142,0.0125,0.0049,0.0086,0,0.0164,0.101,0.0042
7.8,4.4,2.439,0.2846,5.1086,0,0.924,8.3106,0.1381,0.0798,0.5693,0.9646,0.0076,0.0031,0.0142,0,0.0133,0.0595,0.0188,0.0209,0.0166,0.0268,0.0559,0.0056
8,4.4,2.439,0,4.3901,0,0.8988,10.1511,0.1532,0.0715,0.6301,0.9298,0.0067,0,0.0124,0,0.0133,0.0184,0.0472,0.0124,0.0191,0,0.2347,0.0077
8.2,4.4,2.439,9.6595,2.3829,0,0.8188,9.7157,0.0938,0.042,0.474,0.6364,0.004,0,0,0,0,0.0164,0.0307,0,0,0,0.0742,0.0052
8.4,4.4,2.439,5.0155,5.4987,0,0.8567,8.5199,0.1125,0.0387,0.4624,0.7768,0.005,0,0.0047,0.0044,0.0142,0.0185,0.0122,0.0199,0.0119,0.0134,0.177,0
8.6,4.4,2.439,3.2878,5.3976,0.0211,0.9912,8.55,0.1492,0.044,0.5041,0.9102,0.0145,0,0,0,0.012,0.0178,0,0.0217,0.014,0.0236,0.1752,0.0027
8.8,4.4,2.439,0,4.0103,0,1.0468,8.6492,0.2531,0.0582,0.5805,1.1623,0.0171,0.0068,0.0138,0.0039,0.0312,0.0386,0.0184,0.0215,0.0167,0.0297,0.0896,0.008
9,4.4,2.439,10.8909,6.9504,0,1.0737,7.0322,0.1167,0.0495,0.3459,0.7751,0.0082,0.0024,0.0068,0.0025,0.0109,0.013,0.0018,0.0066,0.0097,0.0092,0.0095,0.0019
9.2,4.4,2.439,1.0882,5.9281,0.0856,0.9365,9.034,0.1325,0.0354,0.5099,0.9261,0.0067,0,0.0136,0.012,0.0183,0.0379,0.0287,0,0.0183,0.0282,0.0859,0.0037
9.4,4.4,2.439,2.1688,2.5559,0.3371,0.7783,10.4326,0.1266,0.0196,0.5786,0.846,0.0112,0,0.0143,0.011,0.0262,0.0495,0.0348,0.0126,0,0.0136,0.1534,0.0051
9.6,4.4,2.439,0,3.6701,0.195,1.0753,9.6492,0.158,0.03,0.5861,1.0429,0.0063,0,0.0187,0.0153,0.0124,0.017,0.0442,0,0.0307,0.0196,0.1088,0
9.8,4.4,2.439,0,2.3997,0.1548,0.9182,10.5618,0.1918,0.0267,0.6463,1.0083,0,0,0.0112,0,0.0228,0.0131,0.0255,0,0,0.0382,0.1962,0.004
0,4.6,2.439,8.2629,3.7129,3.2945,0.656,9.4223,0.0631,0.0542,0.3693,0.5228,0.0082,0,0.0021,0,0.0155,0.0126,0.003,0.0139,0.0024,0,0.0648,0
0.2,4.6,2.439,0,2.3173,2.9601,0.6408,9.6699,0.0983,0.0691,0.4967,0.7436,0.0061,0.0039,0.0062,0,0.038,0.0116,0.0056,0.0063,0,0.0268,0.0624,0.0065
0.4,4.6,2.439,9.6119,1.7758,2.9406,0.7811,8.453,0.0739,0.0804,0.4039,0.6249,0.0036,0,0.006,0.0061,0.0126,0.0049,0.0263,0.0106,0.0032,0.0092,0.0677,0
0.6,4.6,2.439,8.3387,6.1841,2.047,0.6589,7.6818,0.0651,0.056,0.3539,0.493,0.0028,0.0028,0.0128,0.003,0.0163,0.0088,0.0094,0.0031,0,0.0229,0.0688,0.0014
0.8,4.6,2.439,4.1983,4.0738,2.1049,0.6342,9.3026,0.0738,0.0551,0.477,0.5964,0.0088,0,0,0.0092,0.0096,0.022,0.0127,0,0.0105,0.0137,0.0534,0.004
1,4.6,2.439,12.9463,3.6458,2.6877,0.744,8.8881,0.0586,0.0742,0.4121,0.5084,0.0107,0.002,0.0616,0,0.014,0.0091,0.0107,0.0149,0,0.0063,0.071,0.0017
1.2,4.6,2.439,13.2545,4.5521,2.3374,0.7993,8.7117,0.0679,0.1121,0.368,0.5313,0.0165,0,0,0.0113,0.0016,0.0059,0.0124,0,0.0024,0.0085,0.0658,0.0049
1.4,4.6,2.439,4.8982,2.4561,1.163,0.8374,8.9674,0.0878,0.1725,0.5149,0.721,0.03,0,0.0128,0.0112,0.0032,0.0248,0.03,0.014,0.0079,0,0.0639,0.0042
1.6,4.6,2.439,0,3.1699,0.8286,0.9325,8.4983,0.1165,0.2974,0.5832,0.9228,0.0169,0,0.0063,0.0031,0.0039,0.0296,0.0203,0.0251,0.0237,0.0397,0.0548,0.004
1.8,4.6,2.439,0,4.3802,0.2375,1.0455,8.5656,0.1472,0.4578,0.6059,0.998,0.0213,0.0045,0.0073,0,0.0317,0,0.035,0.0055,0,0.0221,0.1564,0.0068
2,4.6,2.439,0,5.1462,0.164,1.0097,5.9695,0.1503,0.7565,0.4761,1.2401,0.0338,0.0054,0.0125,0.0099,0.0312,0.0367,0.0119,0.0199,0.0067,0.0136,0.0523,0.0105
2.2,4.6,2.439,0,5.9894,0.0528,1.2382,5.4432,0.1877,0.9354,0.4767,1.3686,0.0479,0.0197,0.027,0.0288,0.012,0.0233,0.0224,0.0147,0.0143,0.0215,0.1204,0.0096
2.4,4.6,2.439,9.7906,6.2788,0.0996,1.1511,4.6226,0.1343,0.4882,0.259,1.041,0.049,0.0321,0.0039,0.0192,0.0207,0.0088,0.0131,0.0203,0.0078,0.0047,0.0395,0
2.6,4.6,2.439,14.2107,5.0436,0.1984,1.0767,4.8803,0.1055,0.5035,0.211,0.746,0.0372,0.011,0.0034,0.0279,0.0164,0.0105,0.0019,0,0.0105,0.0071,0.0518,0.0069
2.8,4.6,2.439,14.8063,6.7826,0.3069,1.0814,7.7384,0.0857,0.866,0.3087,0.5837,0.0429,0.0123,0.0067,0.056,0.0041,0.0211,0.0171,0.0208,0.0092,0.0276,0.0911,0.0086
3,4.6,2.439,4.8867,3.1891,0.4334,1.0046,9.1371,0.1343,1.0655,0.4159,0.8507,0.0731,0.015,0,0.0829,0.0228,0.0064,0.0343,0.0296,0.011,0.02,0.1065,0.008
3.2,4.6,2.439,3.3214,5.237,0.0264,1.075,8.0819,0.1516,1.4053,0.367,0.7812,0.2388,0.0485,0.0058,0.0854,0.0171,0.0128,0.0053,0.0393,0.0095,0.0227,0.0853,0.0159
3.4,4.6,2.439,0,3.1001,0,1.1178,8.5958,0.1584,1.9084,0.4557,0.9526,0.3916,0.1957,0.0014,0.1366,0.0039,0.0311,0.0386,0.1927,0,0.0102,0.1947,0.0359
3.6,4.6,2.439,15.0443,5.0792,0.1086,1.0109,7.5673,0.1115,1.3216,0.3026,0.5529,0.2831,0.6711,0.0036,0.0638,0.009,0.0093,0.0207,0.2517,0.0037,0,0.0907,0.0177
3.8,4.6,2.439,12.389,5.3998,0.1082,1.0242,7.1872,0.1041,1.4712,0.3198,0.5627,0.2611,1.4981,0,0.0263,0.014,0.009,0.0211,0.2374,0.0039,0,0.0717,0.0203
4,4.6,2.439,5.4987,4.8157,0,1.0689,7.5091,0.1432,1.4921,0.3496,0.7752,0.3504,0.4381,0.003,0.1172,0.0018,0.0156,0.0354,0.2178,0.0077,0,0.1628,0.024
4.2,4.6,2.439,5.4916,7.4296,0.1097,1.5127,5.3751,0.1418,1.1429,0.2787,1.1131,0.1699,0.0828,0.007,0.1113,0.0101,0.0418,0.0216,0.0663,0.0059,0.012,0.0743,0.0162
4.4,4.6,2.439,0,3.0238,0,1.0849,8.2785,0.1792,1.4503,0.392,1.0508,0.4239,0.0581,0.0168,0.154,0.0094,0.056,0.022,0.0814,0.0226,0,0.0736,0.0409
4.6,4.6,2.439,3.065,3.1915,0,1.0311,8.6209,0.1548,1.2228,0.3885,0.7916,0.2955,0.0259,0.0148,0.1211,0.0236,0.009,0.0336,0.0183,0.0132,0.0119,0.0307,0.0263
4.8,4.6,2.439,20.2939,5.3999,0,0.996,8.7254,0.0831,0.6597,0.3005,0.5274,0.0664,0.0055,0.0088,0.0946,0.0188,0.0125,0.006,0.0228,0.0083,0.0089,0.0965,0.0071
5,4.6,2.439,12.2327,6.4355,0.0133,1.0104,8.6863,0.0909,0.6876,0.3609,0.609,0.054,0.0108,0.0058,0.0929,0.0069,0.0232,0.0164,0.0173,0.0016,0.0157,0.0802,0.0089
5.2,4.6,2.439,3.4628,3.3363,0.0027,1.0395,8.6401,0.1456,0.9957,0.4747,0.8356,0.0764,0.0271,0.0096,0.0743,0.0143,0.0172,0.0205,0.0409,0.0111,0.0163,0.0869,0.0112
5.4,4.6,2.439,0,3.4132,0,1.0494,8.7931,0.1455,1.3129,0.5315,0.9744,0.0971,0.0775,0.0084,0.1054,0.0189,0.0416,0.0131,0.0517,0.0047,0.0213,0.2122,0.0109
5.6,4.6,2.439,1.3364,2.1278,0,0.8658,9.607,0.1041,1.4364,0.5652,0.7639,0.0571,0.0266,0.011,0.0052,0.012,0.0289,0.0164,0.0109,0.0102,0.0291,0.2638,0.0165
5.8,4.6,2.439,7.1632,4.4024,0.0426,1.1135,6.8027,0.145,0.7657,0.4254,0.8804,0.0295,0.0073,0.0031,0.008,0.0223,0.0044,0.0196,0.0259,0.0021,0.0132,0.0495,0.0042
6,4.6,2.439,3.7193,4.9928,0.0664,1.0977,7.6219,0.1578,0.4871,0.4617,1.0472,0.0306,0.0064,0.0057,0.0103,0.0234,0.0234,0.0284,0.0097,0,0.0165,0.1102,0.0051
6.2,4.6,2.439,7.6782,6.6314,0,1.1683,6.9753,0.141,0.2881,0.3942,0.935,0.0279,0,0.0057,0.0124,0.0188,0,0.0131,0.0167,0,0.0154,0.0368,0.0087
6.4,4.6,2.439,8.4064,6.2573,0.0185,1.1488,6.8323,0.1658,0.232,0.4068,0.9019,0.0265,0,0,0.0134,0.016,0,0.0221,0,0.0051,0.0106,0.0422,0.0052
6.6,4.6,2.439,0,5.8966,0,1.0183,8.6967,0.1522,0.205,0.5456,0.9458,0.0231,0.0012,0.012,0.0139,0.0011,0.0071,0.0223,0.0241,0.0099,0.0146,0.1098,0.0065
6.8,4.6,2.439,0,6.2363,0,0.9904,8.2729,0.1622,0.1569,0.5455,0.9895,0.027,0,0.0094,0.0142,0.018,0.0041,0.0246,0.0129,0,0.0259,0.0746,0.0072
7,4.6,2.439,5.985,7.8725,0,1.0814,6.9837,0.1301,0.1526,0.4043,0.8424,0.0113,0.0017,0,0.0081,0.0179,0.0097,0.0042,0,0.0099,0.0113,0.0572,0.0028
7.2,4.6,2.439,0.6042,3.8776,0,0.9293,9.5471,0.1577,0.1224,0.6193,0.9151,0.0237,0.0035,0.0109,0,0.0198,0.0064,0.0284,0.0178,0.014,0,0.0483,0.0015
7.4,4.6,2.439,2.9182,4.0833,0,1.0032,8.3922,0.1434,0.1051,0.554,0.9714,0.0087,0,0.0072,0,0.02,0.0202,0.0377,0.0214,0.0087,0,0.112,0.0069
7.6,4.6,2.439,5.1203,4.2066,0.0952,0.8971,9.0899,0.109,0.0918,0.5178,0.7695,0.0042,0.0025,0.0052,0,0.0095,0.0257,0.0237,0.0179,0.0161,0.0079,0.0924,0.0017
7.8,4.6,2.439,12.4134,5.4233,0.1658,0.8819,9.4136,0.0985,0.0543,0.4345,0.5789,0.0022,0,0.0053,0.0018,0.0107,0.013,0.0142,0,0,0.0119,0.1262,0
8,4.6,2.439,9.5322,5.2174,0,0.8355,9.5613,0.0942,0.0451,0.4734,0.6202,0.0055,0,0.0035,0,0.0098,0.0099,0.0145,0.0121,0.0088,0.0356,0.0912,0.0067
8.2,4.6,2.439,0,4.1854,0,0.9885,9.9537,0.2051,0.0502,0.6762,0.9003,0.0136,0,0.0073,0.0189,0.0122,0.0047,0.0672,0,0.0016,0,0.1801,0.0065
8.4,4.6,2.439,4.5171,5.1565,0.028,0.8175,9.5888,0.1309,0.044,0.5356,0.7023,0.0163,0,0.0091,0.0036,0.0114,0.006,0.0233,0.0107,0,0,0.1286,0.0081
8.6,4.6,2.439,0,5.0907,0.078,0.9916,8.8027,0.1371,0.06,0.6716,1.0287,0,0.0078,0.0086,0,0.0174,0,0.0246,0.0218,0,0,0.2095,0
8.8,4.6,2.439,2.0261,5.4839,0,1.1664,8.0153,0.1576,0.062,0.5131,1.0233,0.013,0,0.0022,0.0094,0.022,0.0403,0.0169,0,0.0058,0.0288,0.1852,0.0054
9,4.6,2.439,6.7841,7.3559,0.0756,1.2766,6.2244,0.171,0.049,0.3923,1.043,0.0062,0,0.008,0,0,0.0129,0.0136,0.0163,0.0078,0.0078,0.0864,0.002
9.2,4.6,2.439,0,6.1051,0.0439,1.1781,6.1009,0.2249,0.0587,0.3745,1.7246,0.0097,0,0.0081,0,0.0139,0.0184,0.0495,0.0269,0.0047,0.0066,0.1085,0.0043
9.4,4.6,2.439,1.474,5.3054,0,1.2123,7.099,0.1812,0.0421,0.4406,1.4385,0.0126,0,0.0139,0,0.0267,0.0144,0.0335,0.0171,0.0025,0.018,0.1928,0.0002
9.6,4.6,2.439,7.9315,0,0.2485,1.0019,9.2418,0.1057,0.0234,0.5222,0.862,0.0089,0.0047,0.0022,0.0036,0.0144,0.0142,0.0216,0.0342,0,0.0307,0.068,0.0053
9.8,4.6,2.439,10.3683,4.6036,0.4838,1.0496,8.6446,0.1183,0.0222,0.3749,0.7428,0.0077,0.0027,0,0.0009,0.0199,0.0172,0.032,0.0104,0.0019,0.0236,0.0167,0.0026
0,4.8,2.439,7.1135,3.1968,3.1616,0.6427,9.128,0.0775,0.0529,0.3472,0.5874,0.009,0,0,0.004,0.0163,0.0138,0.0101,0.0023,0.0012,0.0079,0.1286,0.0025
0.2,4.8,2.439,1.4426,3.3196,2.5179,0.6917,9.2721,0.1155,0.0571,0.4626,0.6827,0.0069,0,0.0134,0.0093,0.0266,0.0169,0.0594,0,0.0108,0,0.0333,0.0041
0.4,4.8,2.439,2.0202,2.1228,2.7903,0.7245,9.3447,0.104,0.0717,0.4934,0.6881,0,0,0.0063,0,0.0226,0.0094,0.0135,0,0,0.011,0.1641,0.0087
0.6,4.8,2.439,7.6451,2.5098,2.7344,0.6608,9.4254,0.0827,0.0626,0.4138,0.6089,0.0039,0,0,0.0096,0.0157,0.0269,0.0156,0.0086,0.0028,0.0332,0.0953,0.0026
0.8,4.8,2.439,15.983,1.9266,2.4628,0.7155,9.2632,0.0595,0.0578,0.3683,0.4467,0.0084,0,0,0.0065,0.0084,0.0109,0.0178,0,0.004,0,0.0363,0.0016
1,4.8,2.439,0,3.2867,1.6759,0.6536,9.8446,0.1289,0.0724,0.5152,0.6996,0.0158,0,0.0034,0,0.0181,0.0157,0.0218,0.0282,0,0.0201,0.0332,0.0019
1.2,4.8,2.439,0,1.6269,1.8109,0.7864,9.7458,0.1444,0.1147,0.5622,0.7802,0.0138,0,0.0075,0.0173,0.0195,0.0315,0.0723,0.004,0.0179,0,0.1251,0.0022
1.4,4.8,2.439,14.3745,5.5989,1.8143,0.8129,8.1278,0.1465,0.128,0.3775,0.5132,0.0137,0,0.0094,0.0134,0.021,0.0135,0.019,0,0.0049,0.012,0.0362,0.0038
1.6,4.8,2.439,7.4857,4.8576,1.0188,1.0159,7.6462,0.1031,0.2548,0.427,0.7798,0.019,0,0.0034,0.0072,0.0065,0.0191,0.0249,0,0.0097,0.0144,0.0851,0.0039
1.8,4.8,2.439,0,5.4642,0.6237,1.226,6.7238,0.1503,0.513,0.5412,1.2283,0.0292,0,0.0031,0,0.0218,0.026,0.0522,0.0415,0.0057,0,0.0774,0.0064
2,4.8,2.439,8.1384,4.4682,0.4024,1.1131,5.5951,0.1607,1.0382,0.3795,0.8889,0.0298,0.0025,0.0796,0,0.0149,0.0297,0.0202,0.0294,0.0155,0.0188,0.086,0.0053
2.2,4.8,2.439,11.0887,7.5567,0.0412,1.1252,5.1239,0.1356,0.7004,0.305,1.0833,0.0379,0.0105,0.0077,0.0112,0.0086,0.0242,0.0107,0.0083,0.0017,0.0103,0.0369,0.0032
2.4,4.8,2.439,3.1979,4.556,0.0642,1.1305,5.1806,0.1413,0.6427,0.3612,1.1815,0.0632,0.0316,0.0086,0.0316,0.0115,0.0248,0.0242,0.0223,0.0076,0.0195,0.1244,0.0125
2.6,4.8,2.439,3.0577,4.3873,0.3315,1.2123,5.9084,0.1489,0.8359,0.3285,1.2353,0.0505,0.0121,0.0043,0.0346,0.0337,0.0388,0.0167,0.0202,0,0.0163,0.1058,0.0082
2.8,4.8,2.439,4.8429,5.0478,0.1443,0.9754,7.8327,0.0942,0.8825,0.3827,0.6886,0.0525,0.0381,0.0125,0.0608,0.0157,0.0346,0.0135,0.0341,0.0087,0.0139,0.1802,0.0046
3,4.8,2.439,12.4499,4.8932,0.0071,1.1182,7.9523,0.1193,0.9361,0.3493,0.6283,0.0558,0.0171,0.0059,0.0539,0.0114,0.0263,0.0152,0.0383,0,0.0201,0.064,0.0089
3.2,4.8,2.439,11.8215,3.7967,0,1.1439,7.8052,0.1334,1.231,0.3602,0.6755,0.2508,0.0486,0.0085,0.0735,0.0194,0.0112,0.0159,0.0423,0.0048,0.0186,0.04,0.0226
3.4,4.8,2.439,0.7613,4.7231,0,1.0304,8.6348,0.1467,1.659,0.4279,0.8111,0.3615,0.1953,0.0036,0.1414,0.0278,0.0457,0.0155,0.1303,0,0.0091,0.1114,0.0357
3.6,4.8,2.439,14.8509,5.4681,0.043,1.0552,6.9176,0.1058,1.4986,0.2956,0.5103,0.2253,1.3767,0,0.0234,0,0.0116,0.0178,0.208,0.0063,0.0033,0.0368,0.019
3.8,4.8,2.439,0,3.9508,0,1.0313,6.9527,0.1066,2.692,0.4217,0.7626,0.3005,4.609,0,0.2595,0,0.0281,0.0519,0.5446,0.0148,0,0.2508,0.0475
4,4.8,2.439,16.6739,5.0125,0.04,1.0983,6.8727,0.1062,1.3238,0.2845,0.5798,0.2426,0.6627,0.0048,0.0633,0.0068,0.0146,0.0149,0.1847,0,0,0.0581,0.0226
4.2,4.8,2.439,7.9928,5.9925,0,1.2426,6.5997,0.1288,1.2589,0.2854,0.8097,0.222,0.0995,0.012,0.1047,0.0167,0.0193,0.0343,0.0983,0.0084,0.0201,0.1214,0.0197
4.4,4.8,2.439,10.1493,6.5358,0,1.2861,6.2487,0.1574,1.153,0.2407,0.9072,0.2154,0.0395,0.0098,0.1013,0.0149,0.0148,0.0197,0.0227,0.007,0.0211,0.0636,0.0257
4.6,4.8,2.439,0,3.592,0,1.2134,7.4037,0.227,1.5669,0.4139,1.2445,0.3471,0.0312,0.0087,0.1603,0.0131,0.0196,0.0305,0.0494,0.005,0.0173,0.1507,0.0342
4.8,4.8,2.439,4.4298,4.8649,0,1.1506,8.4307,0.147,1.0656,0.3962,0.7791,0.0931,0.0071,0.011,0.1151,0.0228,0.0235,0.012,0.0228,0.0184,0.0177,0.1022,0.0122
5,4.8,2.439,2.0693,4.5465,0,1.0926,8.6241,0.1297,1.0487,0.4457,0.8892,0.0857,0.0214,0.0089,0.1258,0.0292,0.029,0.0251,0.0142,0.0062,0.0345,0.1242,0.0067
5.2,4.8,2.439,12.003,5.0179,0,1.1114,8.356,0.1014,0.7705,0.3378,0.6266,0.0531,0.0206,0,0.0488,0.0174,0.0168,0.0148,0.022,0.0091,0.0091,0.0397,0.0075
5.4,4.8,2.439,18.3601,3.1602,0,1.0942,7.7109,0.1749,0.7236,0.3293,0.7698,0.0649,0.0442,0,0.0698,0.0163,0.0091,0.0191,0.0169,0.0023,0.0059,0.0523,0.0069
5.6,4.8,2.439,11.095,3.3076,0,1.0217,7.9179,0.2817,1.0945,0.3576,0.5677,0.0402,0.0223,0.0111,0.0012,0.0068,0.0153,0.0155,0.0276,0.0074,0.0188,0.0553,0.0008
5.8,4.8,2.439,0,4.6352,0.0744,1.1964,7.3256,0.1639,1.0995,0.5096,1.1626,0.053,0.0099,0.0071,0.0143,0.0076,0.0174,0.0379,0.0454,0,0.0343,0.1295,0.0072
