X,Y_c,Z,Al,Si,S,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Y,Sr,Zr,Pb,Rb,Bi,U,Co,La,Ce,maxElement,minElement,maxValue,minValue
4.999,0.4,0,14.532,3.5998,0.0,2.2484,22.0209,0.2537,0.1002,1.042,1.6677,0.0,0.0,0.0407,0.0145,0.0987,0.0276,0.0084,0.0899,0.0,0.0249,0.4832,0.014,0.0117,0.0044,Ca,S,22.0209,0.0
5.099,0.4,0,4.8627,2.9293,0.0,2.0629,22.932,0.2525,0.0768,1.2907,1.9401,0.0122,0.0,0.0,0.0,0.0675,0.0801,0.1528,0.0283,0.0995,0.0,0.2394,0.0025,0.0,0.0,Ca,S,22.932,0.0
5.199,0.4,0,25.7425,4.7733,0.091,2.1763,22.0957,0.1662,0.0686,0.8678,1.427,0.0115,0.0,0.0201,0.0,0.0,0.0847,0.0597,0.0,0.0479,0.0,0.3076,0.0185,0.0,0.0,Al,Cu,25.7425,0.0
5.299,0.4,0,28.48,3.3833,0.0,2.0576,20.4399,0.1941,0.0881,0.8141,1.2641,0.0,0.0,0.0344,0.0411,0.0376,0.07,0.0155,0.0,0.0248,0.0,0.177,0.0,0.0,0.0014,Al,S,28.48,0.0
5.399,0.4,0,14.4719,6.7544,0.0,1.7733,18.4089,0.1928,0.0823,0.7872,1.288,0.0,0.0,0.0255,0.0,0.0314,0.0595,0.0,0.0,0.0477,0.0,0.1776,0.0108,0.0,0.0032,Ca,S,18.4089,0.0
5.499,0.4,0,20.3747,7.7914,0.0,1.559,14.6141,0.153,0.062,0.5723,0.8779,0.0091,0.0,0.0115,0.0172,0.0469,0.0244,0.0736,0.0,0.0,0.0244,0.23,0.0053,0.0,0.0007,Al,S,20.3747,0.0
5.599,0.4,0,13.3815,9.387,0.0,1.3042,12.6206,0.1527,0.0338,0.4594,0.744,0.0059,0.0,0.0161,0.0047,0.0,0.0,0.0745,0.0,0.0604,0.0,0.0,0.0044,0.0035,0.0071,Al,S,13.3815,0.0
5.699,0.4,0,17.5309,6.3443,0.0,1.3475,13.162,0.1409,0.0513,0.4087,0.7245,0.0092,0.0,0.0039,0.0057,0.0386,0.0376,0.0626,0.0,0.0118,0.0,0.1337,0.0135,0.0,0.0,Al,S,17.5309,0.0
5.799,0.4,0,60.4253,5.2233,0.0,1.65,18.3166,0.1606,0.0428,0.63,0.8915,0.0116,0.0034,0.0058,0.0275,0.0258,0.0073,0.0724,0.0,0.008,0.0,0.1304,0.0051,0.0,0.0,Al,S,60.4253,0.0
5.899,0.4,0,35.4501,1.4163,0.0,2.1913,23.2586,0.2304,0.0732,0.9379,1.4711,0.0,0.0,0.0236,0.0,0.03,0.0388,0.1201,0.0705,0.0645,0.0233,0.2209,0.0265,0.0,0.0,Al,S,35.4501,0.0
5.999,0.4,0,56.8193,7.4763,0.0,2.2019,22.1651,0.1871,0.0692,0.7089,1.3154,0.0094,0.0,0.0057,0.038,0.0278,0.0334,0.0915,0.0,0.0222,0.0165,0.0636,0.0086,0.0095,0.0205,Al,S,56.8193,0.0
6.099,0.4,0,7.3061,11.7704,0.1251,2.5543,24.0569,0.2336,0.1126,1.0346,1.8613,0.0,0.0,0.0177,0.0,0.0737,0.1013,0.0303,0.0229,0.0329,0.0745,0.4749,0.0114,0.0,0.0,Ca,Ni,24.0569,0.0
6.199,0.4,0,17.0962,1.659,0.0227,2.5725,22.9046,0.1838,0.1049,1.095,1.847,0.0176,0.0,0.0289,0.06,0.0184,0.0968,0.0,0.0,0.0752,0.0575,0.2371,0.0287,0.0,0.0,Ca,Cu,22.9046,0.0
6.299,0.4,0,0.0,7.9068,0.0,2.472,24.0598,0.3364,0.0955,1.3734,2.247,0.0081,0.0071,0.0644,0.0414,0.0682,0.0885,0.0844,0.0,0.0532,0.0,0.2356,0.0272,0.0,0.0,Ca,Al,24.0598,0.0
6.399,0.4,0,13.117,8.3572,0.0384,2.2357,22.61,0.3326,0.0925,1.0679,1.708,0.0141,0.0074,0.0452,0.0146,0.0709,0.0451,0.0622,0.0414,0.0365,0.0274,0.2319,0.0249,0.0,0.0159,Ca,La,22.61,0.0
6.499,0.4,0,21.8859,9.2266,0.0,2.3933,21.8908,0.2362,0.0777,0.8998,1.5399,0.0,0.0,0.033,0.0071,0.0248,0.0406,0.0351,0.0629,0.0091,0.0,0.3721,0.0106,0.0,0.0037,Ca,S,21.8908,0.0
6.599,0.4,0,0.0,7.2713,0.0,2.1584,21.8755,0.3943,0.1397,1.217,2.1811,0.0,0.0,0.0377,0.0,0.016,0.047,0.2073,0.0358,0.0648,0.0,0.2213,0.0174,0.0,0.0052,Ca,Al,21.8755,0.0
6.699,0.4,0,25.348,11.9157,0.073,2.1698,20.5297,0.2108,0.0654,0.8095,1.3326,0.0,0.0,0.0181,0.017,0.035,0.0302,0.0399,0.0242,0.0327,0.0159,0.0796,0.019,0.0,0.0172,Al,Ni,25.348,0.0
6.799,0.4,0,0.0,6.3125,0.0,1.8819,23.9079,0.2503,0.1122,1.3398,2.0734,0.0,0.0,0.0108,0.071,0.1238,0.018,0.1651,0.0,0.0982,0.0,0.0,0.0412,0.0,0.0,Ca,Al,23.9079,0.0
6.899,0.4,0,6.0952,7.1288,0.0,2.1673,25.9466,0.2538,0.1163,1.2249,1.8991,0.0132,0.0,0.0,0.0099,0.0248,0.0,0.1174,0.1445,0.0338,0.0,0.3807,0.0387,0.0,0.0,Ca,S,25.9466,0.0
6.999,0.4,0,9.0191,6.4749,0.0841,2.2015,25.1816,0.3695,0.091,1.2495,1.7798,0.0,0.0,0.0481,0.0,0.0778,0.0218,0.1403,0.0371,0.0234,0.0212,0.124,0.0235,0.0518,0.0035,Ca,Ni,25.1816,0.0
7.099,0.4,0,4.1585,7.1432,0.0,2.1824,24.6841,0.2717,0.099,1.2247,1.9241,0.0085,0.0,0.0429,0.028,0.166,0.0481,0.2026,0.0186,0.0109,0.0,0.0919,0.0108,0.0035,0.0118,Ca,S,24.6841,0.0
7.199,0.4,0,35.7179,8.0966,0.0,2.3501,22.2838,0.2076,0.0584,0.8125,1.3445,0.0136,0.0048,0.0077,0.024,0.0513,0.03,0.0965,0.0,0.0173,0.0,0.2017,0.0103,0.0,0.0,Al,S,35.7179,0.0
7.299,0.4,0,12.0615,8.9302,0.0,2.1354,24.3122,0.3581,0.0946,1.0462,1.6078,0.0244,0.0,0.0295,0.0485,0.0419,0.0365,0.0412,0.0,0.0278,0.0336,0.0,0.0266,0.0,0.0,Ca,S,24.3122,0.0
7.399,0.4,0,0.0,0.0,0.0,2.1301,26.4262,0.4127,0.1097,1.5824,2.5682,0.0388,0.0,0.0198,0.0,0.0995,0.0898,0.1561,0.0855,0.0334,0.0511,0.2819,0.024,0.0,0.0,Ca,Al,26.4262,0.0
7.499,0.4,0,17.5589,9.3456,0.1033,2.7817,23.8553,0.2638,0.1314,1.0836,1.7713,0.0131,0.0,0.0245,0.0222,0.0517,0.0244,0.1395,0.0592,0.053,0.0,0.411,0.0016,0.0,0.0,Ca,Cu,23.8553,0.0
7.599,0.4,0,21.0943,0.0,0.0,2.7214,22.1575,0.2676,0.1218,1.0345,1.9248,0.0,0.0,0.0236,0.022,0.0515,0.0318,0.0199,0.0793,0.0357,0.0,0.0,0.0232,0.0,0.0227,Ca,Si,22.1575,0.0
7.699,0.4,0,21.4121,7.7915,0.0,2.5496,22.1204,0.2211,0.1159,0.9623,1.6893,0.0121,0.0,0.0322,0.0538,0.0,0.0518,0.0397,0.0,0.0368,0.0493,0.1247,0.0098,0.0,0.0,Ca,S,22.1204,0.0
7.799,0.4,0,24.537,7.5236,0.0,2.3604,23.988,0.2745,0.1134,0.9338,1.5713,0.0,0.0,0.014,0.0452,0.1187,0.0396,0.1059,0.0,0.0534,0.0,0.1269,0.0127,0.0,0.0,Al,S,24.537,0.0
7.899,0.4,0,25.7019,13.5589,0.0994,2.1406,24.135,0.2573,0.0857,0.9009,1.4095,0.0202,0.0,0.0192,0.0122,0.0872,0.0403,0.0338,0.0301,0.0216,0.0334,0.0,0.0057,0.0,0.0,Al,Cu,25.7019,0.0
0.0,0.5,0,23.1986,9.3731,0.0,1.9571,23.8966,0.2285,0.0186,0.8897,1.3466,0.0,0.0,0.0403,0.0,0.0271,0.1428,0.0436,0.0548,0.0222,0.023,0.1678,0.0052,0.0,0.0273,Ca,S,23.8966,0.0
0.1,0.5,0,3.3621,2.1453,0.0,1.7145,25.8926,0.3318,0.0352,1.3736,1.985,0.0,0.0,0.0283,0.037,0.0708,0.0138,0.019,0.1329,0.0352,0.0559,0.2471,0.0074,0.0,0.0171,Ca,S,25.8926,0.0
0.2,0.5,0,16.3637,10.284,0.0,1.5531,25.0874,0.181,0.0271,0.9421,1.2532,0.006,0.0,0.0115,0.0239,0.0566,0.0517,0.0861,0.0515,0.0,0.0425,0.2581,0.012,0.0,0.0,Ca,S,25.0874,0.0
0.3,0.5,0,19.0156,0.0,0.0104,1.6132,24.9832,0.2064,0.055,0.9851,1.2641,0.0,0.0,0.0139,0.0,0.0767,0.0318,0.0997,0.1053,0.0674,0.0664,0.0,0.0147,0.0,0.0,Ca,Si,24.9832,0.0
0.4,0.5,0,5.049,4.6144,0.0,1.5986,25.2075,0.2531,0.0532,1.2245,1.7721,0.0,0.0115,0.0303,0.0166,0.0345,0.0469,0.1231,0.0379,0.0363,0.0,0.521,0.0159,0.0,0.0021,Ca,S,25.2075,0.0
0.5,0.5,0,40.167,8.2688,0.0516,1.739,21.8593,0.2258,0.031,0.78,1.1714,0.0,0.0,0.0272,0.0021,0.0,0.0,0.0113,0.0507,0.0276,0.0,0.107,0.0057,0.0191,0.0,Al,Ni,40.167,0.0
0.6,0.5,0,0.0,7.9914,0.0,1.8492,24.2195,0.3621,0.057,1.2908,2.1454,0.0,0.0,0.0319,0.0,0.1175,0.0164,0.1888,0.0982,0.0,0.0448,0.523,0.0187,0.046,0.0,Ca,Al,24.2195,0.0
0.7,0.5,0,12.4699,9.4576,0.0,2.2795,22.0357,0.2784,0.0495,0.9752,1.7426,0.0,0.0,0.0168,0.0411,0.0778,0.0713,0.1327,0.0435,0.0,0.0,0.2672,0.0068,0.0,0.0,Ca,S,22.0357,0.0
0.8,0.5,0,17.5825,9.7992,0.0,2.2738,20.9225,0.2656,0.0396,0.7993,1.7367,0.013,0.0,0.0329,0.0,0.0268,0.0538,0.0856,0.0,0.0306,0.0206,0.1533,0.0115,0.0,0.0,Ca,S,20.9225,0.0
0.9,0.5,0,12.9797,10.207,0.0747,1.8353,21.8344,0.2821,0.042,0.886,1.9574,0.0071,0.0,0.0087,0.0,0.0805,0.0,0.1563,0.0749,0.0,0.0337,0.3699,0.0217,0.0007,0.0,Ca,Cu,21.8344,0.0
1.0,0.5,0,20.0798,6.34,0.0,1.583,21.45,0.2135,0.0384,0.8701,1.4919,0.0,0.0072,0.027,0.0037,0.0721,0.0574,0.0732,0.076,0.0,0.02,0.1054,0.0103,0.0906,0.0,Ca,S,21.45,0.0
1.1,0.5,0,5.3568,12.1761,0.0,1.5011,21.7089,0.1932,0.0496,1.1335,1.3831,0.0,0.0,0.0139,0.0,0.0834,0.0366,0.0689,0.0,0.0296,0.0,0.0,0.034,0.0172,0.0167,Ca,S,21.7089,0.0
1.2,0.5,0,10.5219,11.9384,0.0,1.7569,21.2229,0.1993,0.0614,1.1671,1.4173,0.0,0.0,0.0136,0.0492,0.0912,0.0176,0.0351,0.0,0.0,0.1099,0.1954,0.0242,0.1572,0.0,Ca,S,21.2229,0.0
1.3,0.5,0,12.3479,7.8179,0.0,1.7274,21.5151,0.2186,0.011,1.2438,1.5125,0.0292,0.0,0.0,0.0227,0.0836,0.095,0.0633,0.0,0.0304,0.0,0.163,0.0175,0.0,0.0,Ca,S,21.5151,0.0
1.4,0.5,0,18.6394,10.5122,0.0,1.777,22.5334,0.2485,0.0411,0.9178,1.4221,0.0178,0.0076,0.0,0.0458,0.0623,0.0376,0.0439,0.0418,0.0,0.0,0.1566,0.0102,0.0,0.0,Ca,S,22.5334,0.0
1.5,0.5,0,0.0,5.3308,0.0,1.7654,23.9366,0.388,0.0612,1.2633,1.9341,0.0101,0.0,0.0168,0.0084,0.0199,0.0815,0.0,0.1721,0.0711,0.0428,0.0,0.022,0.0,0.0,Ca,Al,23.9366,0.0
1.6,0.5,0,10.9474,10.1983,0.0,1.9507,22.0308,0.2876,0.0641,0.9388,1.4809,0.0,0.005,0.0222,0.0163,0.0362,0.0663,0.0572,0.0,0.0238,0.0,0.3088,0.0,0.0197,0.0,Ca,S,22.0308,0.0
1.7,0.5,0,15.8997,7.9456,0.0,2.047,18.5191,0.298,0.0532,0.7459,1.5831,0.0047,0.0,0.0268,0.0263,0.0502,0.0,0.0832,0.0391,0.0296,0.0,0.0,0.0079,0.0,0.004,Ca,S,18.5191,0.0
1.8,0.5,0,16.1235,3.9617,0.0,2.322,17.3415,0.3296,0.0512,0.8275,1.8528,0.0352,0.0,0.0285,0.0,0.0429,0.0763,0.0493,0.0,0.0111,0.0373,0.1447,0.0085,0.0235,0.0123,Ca,S,17.3415,0.0
1.9,0.5,0,7.1798,6.2359,0.0,2.3604,20.1,0.3038,0.0567,1.1404,2.0634,0.0,0.0,0.0188,0.0265,0.0731,0.0808,0.0566,0.0,0.0168,0.1077,0.3154,0.028,0.0,0.0,Ca,S,20.1,0.0
2.0,0.5,0,0.0,7.3366,0.0,1.9804,23.7434,0.293,0.0466,1.5082,2.0342,0.0236,0.0,0.0469,0.0,0.088,0.1053,0.1589,0.1262,0.0681,0.0,0.1986,0.0196,0.0,0.0,Ca,Al,23.7434,0.0
2.1,0.5,0,14.1173,6.5974,0.0,1.4849,25.0491,0.2125,0.0352,1.5186,1.3233,0.0,0.0,0.0,0.0374,0.0725,0.0882,0.1097,0.0,0.0205,0.0734,0.3656,0.0376,0.0,0.0,Ca,S,25.0491,0.0
2.2,0.5,0,12.2057,8.3219,0.0,1.4704,24.2419,0.1902,0.0563,1.5246,1.7613,0.0088,0.0106,0.0,0.0,0.0826,0.0,0.1221,0.0,0.019,0.0,0.1381,0.0084,0.0074,0.0055,Ca,S,24.2419,0.0
2.3,0.5,0,22.0847,6.5149,0.0,1.7117,20.7041,0.1853,0.0661,1.1228,2.7217,0.0,0.0,0.0,0.0153,0.0523,0.1065,0.0876,0.0,0.009,0.0467,0.3985,0.0224,0.005,0.0097,Al,S,22.0847,0.0
2.4,0.5,0,10.9517,11.2566,0.0,2.0803,20.1545,0.2832,0.0639,1.0954,2.8448,0.0136,0.0,0.0186,0.0,0.0631,0.0731,0.0182,0.0,0.0117,0.0606,0.5721,0.0022,0.0,0.0265,Ca,S,20.1545,0.0
2.5,0.5,0,8.3441,12.4021,0.0,1.9187,20.6615,0.4261,0.0652,1.1202,1.8575,0.0067,0.0,0.0284,0.0,0.0666,0.0432,0.0774,0.0798,0.0414,0.0237,0.3411,0.0191,0.0725,0.0064,Ca,S,20.6615,0.0
2.6,0.5,0,32.4119,11.3942,0.0,1.8946,20.0927,0.3331,0.0709,0.8423,1.3202,0.0033,0.0,0.027,0.0065,0.0153,0.066,0.0186,0.0299,0.0263,0.0,0.161,0.0,0.0,0.0011,Al,S,32.4119,0.0
2.7,0.5,0,0.0,11.0714,0.0,2.0333,21.5078,0.3169,0.0695,1.2685,2.1233,0.0,0.0,0.0,0.0558,0.0073,0.0597,0.0987,0.0,0.0257,0.1446,0.2069,0.0,0.0,0.0,Ca,Al,21.5078,0.0
2.8,0.5,0,0.0,10.9926,0.0,2.1301,20.0748,0.2476,0.075,1.1282,2.2795,0.0,0.0,0.0374,0.0,0.0437,0.0517,0.1934,0.1176,0.0,0.0497,0.3965,0.0202,0.0,0.0263,Ca,Al,20.0748,0.0
2.9,0.5,0,0.0,4.7565,0.0,1.7245,19.5444,0.302,0.07,1.3697,2.2822,0.0,0.0,0.0,0.0,0.0531,0.0,0.1613,0.0978,0.0288,0.0624,0.4781,0.0107,0.0,0.0,Ca,Al,19.5444,0.0
3.0,0.5,0,3.8319,11.972,0.0,2.0498,18.8025,0.2536,0.0756,1.1179,1.5002,0.0,0.0,0.0327,0.054,0.0997,0.1453,0.0284,0.0127,0.0593,0.0723,0.2323,0.0302,0.0,0.0004,Ca,S,18.8025,0.0
3.1,0.5,0,6.2495,9.5621,0.0,2.3199,20.0144,0.2759,0.0564,1.1685,1.5635,0.0,0.0,0.0106,0.001,0.0823,0.1062,0.1538,0.0588,0.044,0.0,0.3744,0.0225,0.0,0.004,Ca,S,20.0144,0.0
3.2,0.5,0,16.9822,9.094,0.0,2.1301,19.7362,0.2737,0.0397,0.9414,1.5196,0.0,0.0,0.0381,0.0,0.0145,0.0,0.0642,0.0,0.0,0.0229,0.3774,0.021,0.0,0.0,Ca,S,19.7362,0.0
3.3,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al,Al,0.0,0.0
3.4,0.5,0,36.7275,12.3748,0.0,2.0003,18.3155,0.1923,0.0314,0.8303,1.1483,0.0211,0.0027,0.0057,0.0,0.0109,0.0284,0.0822,0.0306,0.0,0.0,0.1042,0.0105,0.0,0.0128,Al,S,36.7275,0.0
3.499,0.5,0,8.4181,12.7385,0.0,1.7827,18.7995,0.26,0.0476,1.0855,1.4348,0.0133,0.0,0.0,0.0,0.1089,0.0494,0.1291,0.0333,0.0106,0.0,0.0614,0.0206,0.0263,0.0,Ca,S,18.7995,0.0
3.599,0.5,0,18.9279,8.5853,0.0177,1.7623,17.8097,0.2125,0.0455,0.9619,1.2032,0.0,0.0,0.0098,0.0,0.0246,0.0612,0.0691,0.071,0.0248,0.0525,0.3185,0.0199,0.0,0.0,Al,Ni,18.9279,0.0
3.699,0.5,0,33.7749,16.0549,0.0,1.8304,18.0283,0.2094,0.0461,0.7979,1.1639,0.0,0.0,0.0123,0.0036,0.05,0.0,0.0565,0.1133,0.0311,0.0208,0.0988,0.0,0.0128,0.0,Al,S,33.7749,0.0
3.799,0.5,0,12.4913,12.5576,0.0,2.0074,19.6937,0.3078,0.071,1.0024,1.7736,0.0,0.0,0.0208,0.0768,0.05,0.0371,0.0467,0.0338,0.0258,0.0342,0.2784,0.0164,0.0331,0.0206,Ca,S,19.6937,0.0
3.899,0.5,0,30.4033,11.8603,0.0526,2.0263,19.5024,0.2487,0.0601,0.7657,1.4352,0.0084,0.0047,0.0314,0.0,0.0134,0.0085,0.0413,0.0628,0.0097,0.0,0.0531,0.0126,0.0,0.0196,Al,As,30.4033,0.0
3.999,0.5,0,9.4444,9.6658,0.0383,1.9801,21.4801,0.3548,0.0683,0.9614,1.7704,0.0,0.0,0.0198,0.0,0.0474,0.0,0.0659,0.0282,0.0,0.0647,0.2223,0.0137,0.0,0.0182,Ca,Ni,21.4801,0.0
4.099,0.5,0,30.576,1.7198,0.0,2.1886,20.4776,0.2422,0.0502,0.8704,1.417,0.0,0.0,0.0155,0.0,0.0025,0.1022,0.071,0.0383,0.0305,0.0819,0.0,0.0039,0.0614,0.0,Al,S,30.576,0.0
4.199,0.5,0,28.4337,2.9292,0.0444,2.3293,20.9337,0.2471,0.0651,0.8786,1.479,0.0265,0.0159,0.0547,0.0,0.019,0.043,0.0932,0.0724,0.0525,0.0495,0.3059,0.0126,0.0,0.0,Al,As,28.4337,0.0
4.299,0.5,0,27.6202,12.9504,0.0,2.2677,21.0492,0.2418,0.0649,0.8505,1.391,0.0158,0.0,0.023,0.0,0.0171,0.0684,0.0259,0.0128,0.0223,0.0377,0.4143,0.0097,0.0,0.0014,Al,S,27.6202,0.0
4.399,0.5,0,7.1652,3.4079,0.0,2.1721,22.2055,0.3489,0.1046,1.1769,2.1597,0.0,0.0,0.0425,0.0696,0.0435,0.1422,0.0895,0.1813,0.0619,0.2199,0.4064,0.014,0.0,0.0,Ca,S,22.2055,0.0
4.499,0.5,0,29.4401,10.1787,0.0827,2.4395,20.203,0.2988,0.0766,0.7476,1.475,0.0104,0.0068,0.0174,0.0,0.0474,0.0441,0.0805,0.0294,0.0,0.078,0.2719,0.0204,0.0205,0.0,Al,As,29.4401,0.0
4.599,0.5,0,25.2405,8.9793,0.0,2.0982,20.3842,0.3872,0.0476,0.8272,1.4877,0.005,0.0,0.0162,0.0105,0.048,0.0172,0.0405,0.0356,0.0353,0.0461,0.2907,0.0118,0.0,0.0,Al,S,25.2405,0.0
4.699,0.5,0,38.5557,6.9563,0.0674,1.8834,20.2343,0.3899,0.0574,0.7376,1.3042,0.0131,0.0,0.0071,0.0093,0.0174,0.0775,0.0345,0.0,0.0147,0.0197,0.1095,0.0191,0.0,0.0,Al,Cu,38.5557,0.0
4.799,0.5,0,5.4064,8.1928,0.0,2.1335,22.6951,0.358,0.1,1.1108,1.8405,0.0054,0.0111,0.032,0.0636,0.016,0.0345,0.1087,0.0184,0.0262,0.0868,0.2914,0.0162,0.0,0.0,Ca,S,22.6951,0.0
4.899,0.5,0,21.2927,6.3141,0.0,2.2266,21.5184,0.2273,0.106,0.9246,1.4114,0.0068,0.0,0.0109,0.0129,0.0709,0.0981,0.0212,0.0,0.0481,0.0,0.0803,0.0,0.0,0.0,Ca,S,21.5184,0.0
4.999,0.5,0,0.0,5.2503,0.0,2.148,23.7481,0.2912,0.0873,1.2368,2.1588,0.0,0.0,0.029,0.0268,0.0572,0.0473,0.0108,0.1794,0.0799,0.0,0.2224,0.0163,0.0,0.0068,Ca,Al,23.7481,0.0
5.099,0.5,0,2.6055,3.5291,0.0,2.043,23.892,0.2491,0.1212,1.3417,2.1032,0.0,0.0,0.0293,0.0297,0.0,0.0945,0.0346,0.0516,0.0,0.0396,0.5738,0.0282,0.0,0.0,Ca,S,23.892,0.0
5.199,0.5,0,14.4923,5.3955,0.0,1.9756,22.2401,0.2423,0.0746,0.9313,1.4911,0.0,0.0,0.0301,0.0157,0.0366,0.0226,0.037,0.0538,0.0757,0.0296,0.1845,0.0105,0.0,0.0,Ca,S,22.2401,0.0
5.299,0.5,0,37.5554,4.8859,0.0,1.963,20.5993,0.1913,0.0754,0.7687,1.1574,0.0,0.0,0.0184,0.0,0.0296,0.0139,0.0832,0.0508,0.0346,0.0521,0.1666,0.0021,0.0083,0.0,Al,S,37.5554,0.0
5.399,0.5,0,22.7227,7.5028,0.0,1.7654,18.8777,0.204,0.0486,0.7421,1.1464,0.0099,0.0125,0.012,0.0351,0.0364,0.027,0.0711,0.0235,0.0033,0.0,0.1464,0.0096,0.0,0.0,Al,S,22.7227,0.0
5.499,0.5,0,9.7151,8.1233,0.0,1.4901,15.6325,0.1738,0.0479,0.6466,1.0638,0.0,0.0056,0.0345,0.0,0.0164,0.041,0.1191,0.0181,0.0127,0.028,0.18,0.0119,0.002,0.0141,Ca,S,15.6325,0.0
5.599,0.5,0,21.9235,1.6473,0.0,1.307,12.9545,0.14,0.0428,0.4472,0.7355,0.0061,0.0,0.0065,0.0206,0.0091,0.0122,0.0999,0.0,0.0145,0.0592,0.287,0.0104,0.0,0.0,Al,S,21.9235,0.0
5.699,0.5,0,4.5303,0.0,0.0375,1.2851,14.5005,0.1889,0.0598,0.7303,1.0987,0.0299,0.0,0.0187,0.0,0.151,0.0,0.2213,0.0,0.0,0.0601,0.3805,0.0,0.0314,0.0089,Ca,Si,14.5005,0.0
5.799,0.5,0,14.1926,4.3744,0.0142,1.7454,19.1969,0.1723,0.0651,0.8304,1.137,0.0,0.0113,0.0135,0.0068,0.0476,0.0102,0.1041,0.0,0.0564,0.0824,0.1688,0.0198,0.0,0.0,Ca,Ni,19.1969,0.0
5.899,0.5,0,37.8439,11.5301,0.0,2.3213,23.3121,0.2164,0.0535,0.8769,1.3996,0.0209,0.0,0.0255,0.0142,0.0,0.0598,0.038,0.0205,0.0373,0.0,0.3318,0.0207,0.019,0.0177,Al,S,37.8439,0.0
5.999,0.5,0,15.7194,7.6044,0.0,2.3231,23.9723,0.2285,0.1123,1.0275,1.904,0.0248,0.0,0.0467,0.0,0.0735,0.0111,0.0843,0.0761,0.0466,0.0,0.2843,0.0216,0.0,0.0036,Ca,S,23.9723,0.0
6.099,0.5,0,0.0,5.5013,0.0,2.5063,24.3377,0.3289,0.0853,1.2875,2.4791,0.0,0.0,0.0647,0.0369,0.0114,0.0257,0.1274,0.0,0.0171,0.0,0.1932,0.0075,0.0,0.0,Ca,Al,24.3377,0.0
6.199,0.5,0,0.0,11.7564,0.0986,2.6367,24.1795,0.2728,0.109,1.211,2.0774,0.0109,0.0,0.0223,0.0445,0.0353,0.0568,0.0597,0.0735,0.0,0.023,0.4713,0.0127,0.0,0.0585,Ca,Al,24.1795,0.0
6.299,0.5,0,25.6398,7.3608,0.0,2.3644,22.8786,0.2034,0.0794,0.9491,1.4993,0.0,0.0,0.0091,0.0183,0.0937,0.0279,0.0249,0.0,0.0258,0.1552,0.3105,0.0118,0.0128,0.0216,Al,S,25.6398,0.0
6.399,0.5,0,15.2454,10.1134,0.0,2.4408,22.9713,0.2409,0.0957,1.0297,1.6874,0.0213,0.0,0.0395,0.0205,0.0785,0.0419,0.0187,0.0,0.0213,0.0446,0.2066,0.0141,0.0,0.0,Ca,S,22.9713,0.0
6.499,0.5,0,15.7578,8.184,0.0,2.6063,21.9993,0.3052,0.1013,0.9973,1.8351,0.0181,0.0085,0.0194,0.0,0.0545,0.1094,0.0555,0.028,0.0448,0.0583,0.2169,0.0205,0.0,0.0323,Ca,S,21.9993,0.0
6.599,0.5,0,0.0,1.6118,0.0233,2.6415,24.5697,0.575,0.1621,1.5201,2.8,0.0189,0.0265,0.0384,0.0,0.1363,0.0767,0.2052,0.1506,0.0,0.0,0.6182,0.0329,0.0,0.0029,Ca,Al,24.5697,0.0
6.699,0.5,0,12.1515,3.5364,0.0,2.5896,21.3698,0.3553,0.1204,1.1299,2.0101,0.0135,0.0,0.0383,0.0637,0.035,0.0,0.0777,0.0,0.0431,0.1051,0.4047,0.0142,0.0,0.0,Ca,S,21.3698,0.0
6.799,0.5,0,0.0,8.357,0.0,2.441,22.5391,0.3254,0.1256,1.2449,2.3688,0.0,0.0,0.0612,0.0656,0.1194,0.0717,0.0531,0.0,0.0359,0.118,0.2196,0.0294,0.0,0.0,Ca,Al,22.5391,0.0
6.899,0.5,0,26.0903,7.5942,0.0,2.2595,24.3258,0.2576,0.0761,0.9463,1.5953,0.0,0.0,0.0181,0.0181,0.0311,0.0321,0.0332,0.0,0.0147,0.0501,0.1745,0.0132,0.0,0.0,Al,S,26.0903,0.0
6.999,0.5,0,25.2923,7.426,0.0584,2.1659,23.3887,0.2982,0.0693,0.955,1.3584,0.0,0.0,0.0101,0.0,0.1139,0.0501,0.084,0.041,0.0338,0.0301,0.0865,0.0111,0.0046,0.0,Al,Ni,25.2923,0.0
7.099,0.5,0,0.0,8.4115,0.0319,2.2864,23.5511,0.3308,0.1597,1.2497,2.0798,0.0427,0.0,0.0596,0.025,0.0679,0.02,0.1594,0.0,0.0937,0.0,0.2482,0.0367,0.0,0.0,Ca,Al,23.5511,0.0
7.199,0.5,0,0.0,9.6863,0.1801,2.1853,24.3376,0.3525,0.1154,1.2096,2.0246,0.0159,0.0,0.0422,0.0449,0.1377,0.0676,0.0874,0.049,0.0,0.0654,0.267,0.0083,0.0975,0.0,Ca,Al,24.3376,0.0
7.299,0.5,0,14.1836,9.4658,0.0,2.0607,23.7986,0.3463,0.0769,1.0601,1.4448,0.0,0.0087,0.0485,0.0472,0.0928,0.014,0.0628,0.0563,0.0,0.0,0.1865,0.0093,0.0,0.0456,Ca,S,23.7986,0.0
